645,3.84E-01,1.55E-01,0.00E+00
646,3.67E-01,1.47E-01,0.00E+00
647,3.50E-01,1.40E-01,0.00E+00
648,3.33E-01,1.33E-01,0.00E+00
649,3.16E-01,1.26E-01,0.00E+00
650,3.00E-01,1.19E-01,0.00E+00
651,2.84E-01,1.13E-01,0.00E+00
652,2.69E-01,1.07E-01,0.00E+00
653,2.55E-01,1.01E-01,0.00E+00
654,2.41E-01,9.52E-02,0.00E+00
655,2.28E-01,8.98E-02,0.00E+00
656,2.15E-01,8.47E-02,0.00E+00
657,2.03E-01,7.98E-02,0.00E+00
658,1.92E-01,7.52E-02,0.00E+00
659,1.81E-01,7.09E-02,0.00E+00
660,1.71E-01,6.67E-02,0.00E+00
661,1.61E-01,6.28E-02,0.00E+00
662,1.52E-01,5.90E-02,0.00E+00
663,1.43E-01,5.55E-02,0.00E+00
664,1.34E-01,5.22E-02,0.00E+00
665,1.26E-01,4.90E-02,0.00E+00
666,1.19E-01,4.60E-02,0.00E+00
667,1.12E-01,4.32E-02,0.00E+00
668,1.05E-01,4.05E-02,0.00E+00
669,9.83E-02,3.80E-02,0.00E+00
670,9.22E-02,3.56E-02,0.00E+00
671,8.65E-02,3.33E-02,0.00E+00
672,8.10E-02,3.12E-02,0.00E+00
673,7.59E-02,2.92E-02,0.00E+00
674,7.10E-02,2.73E-02,0.00E+00
675,6.64E-02,2.55E-02,0.00E+00
676,6.21E-02,2.39E-02,0.00E+00
677,5.80E-02,2.23E-02,0.00E+00
678,5.41E-02,2.08E-02,0.00E+00
679,5.05E-02,1.94E-02,0.00E+00
680,4.71E-02,1.81E-02,0.00E+00
681,4.39E-02,1.68E-02,0.00E+00
682,4.09E-02,1.57E-02,0.00E+00
683,3.81E-02,1.46E-02,0.00E+00
684,3.54E-02,1.36E-02,0.00E+00
685,3.29E-02,1.26E-02,0.00E+00
686,3.06E-02,1.17E-02,0.00E+00
687,2.83E-02,1.09E-02,0.00E+00
688,2.63E-02,1.01E-02,0.00E+00
689,2.44E-02,9.33E-03,0.00E+00
690,2.26E-02,8.66E-03,0.00E+00
691,2.10E-02,8.05E-03,0.00E+00
692,1.95E-02,7.48E-03,0.00E+00
693,1.82E-02,6.96E-03,0.00E+00
694,1.69E-02,6.48E-03,0.00E+00
695,1.58E-02,6.03E-03,0.00E+00
696,1.47E-02,5.61E-03,0.00E+00
697,1.36E-02,5.22E-03,0.00E+00
698,1.27E-02,4.85E-03,0.00E+00
699,1.18E-02,4.51E-03,0.00E+00
700,1.10E-02,4.20E-03,0.00E+00
701,1.02E-02,3.90E-03,0.00E+00
702,9.48E-03,3.63E-03,0.00E+00
703,8.82E-03,3.37E-03,0.00E+00
704,8.19E-03,3.13E-03,0.00E+00
705,7.61E-03,2.91E-03,0.00E+00
706,7.06E-03,2.70E-03,0.00E+00
707,6.55E-03,2.51E-03,0.00E+00
708,6.07E-03,2.32E-03,0.00E+00
709,5.63E-03,2.15E-03,0.00E+00
710,5.21E-03,2.00E-03,0.00E+00
711,4.83E-03,1.85E-03,0.00E+00
712,4.48E-03,1.71E-03,0.00E+00
713,4.15E-03,1.59E-03,0.00E+00
714,3.85E-03,1.47E-03,0.00E+00
715,3.57E-03,1.37E-03,0.00E+00
716,3.31E-03,1.27E-03,0.00E+00
717,3.08E-03,1.18E-03,0.00E+00
718,2.86E-03,1.09E-03,0.00E+00
719,2.65E-03,1.02E-03,0.00E+00
720,2.46E-03,9.45E-04,0.00E+00
721,2.29E-03,8.78E-04,0.00E+00
722,2.13E-03,8.15E-04,0.00E+00
723,1.97E-03,7.57E-04,0.00E+00
724,1.83E-03,7.03E-04,0.00E+00
725,1.70E-03,6.54E-04,0.00E+00
726,1.58E-03,6.08E-04,0.00E+00
727,1.47E-03,5.65E-04,0.00E+00
728,1.37E-03,5.26E-04,0.00E+00
729,1.27E-03,4.90E-04,0.00E+00
730,1.19E-03,4.56E-04,0.00E+00
731,1.10E-03,4.24E-04,0.00E+00
732,1.03E-03,3.95E-04,0.00E+00
733,9.56E-04,3.67E-04,0.00E+00
734,8.89E-04,3.42E-04,0.00E+00
735,8.27E-04,3.18E-04,0.00E+00
736,7.69E-04,2.96E-04,0.00E+00
737,7.15E-04,2.75E-04,0.00E+00
738,6.65E-04,2.56E-04,0.00E+00
739,6.19E-04,2.38E-04,0.00E+00
740,5.76E-04,2.22E-04,0.00E+00
741,5.37E-04,2.07E-04,0.00E+00
742,5.00E-04,1.93E-04,0.00E+00
743,4.67E-04,1.80E-04,0.00E+00
744,4.35E-04,1.68E-04,0.00E+00
745,4.06E-04,1.57E-04,0.00E+00
746,3.78E-04,1.46E-04,0.00E+00
747,3.53E-04,1.36E-04,0.00E+00
748,3.29E-04,1.27E-04,0.00E+00
749,3.06E-04,1.18E-04,0.00E+00
750,2.86E-04,1.10E-04,0.00E+00
751,2.66E-04,1.03E-04,0.00E+00
752,2.49E-04,9.61E-05,0.00E+00
753,2.32E-04,8.97E-05,0.00E+00
754,2.17E-04,8.38E-05,0.00E+00
755,2.02E-04,7.83E-05,0.00E+00
756,1.89E-04,7.31E-05,0.00E+00
757,1.76E-04,6.83E-05,0.00E+00
758,1.65E-04,6.39E-05,0.00E+00
759,1.54E-04,5.97E-05,0.00E+00
760,1.44E-04,5.58E-05,0.00E+00
761,1.34E-04,5.21E-05,0.00E+00
762,1.26E-04,4.87E-05,0.00E+00
763,1.17E-04,4.55E-05,0.00E+00
764,1.10E-04,4.26E-05,0.00E+00
765,1.02E-04,3.98E-05,0.00E+00
766,9.58E-05,3.73E-05,0.00E+00
767,8.97E-05,3.49E-05,0.00E+00
768,8.39E-05,3.26E-05,0.00E+00
769,7.85E-05,3.06E-05,0.00E+00
770,7.35E-05,2.86E-05,0.00E+00
771,6.87E-05,2.68E-05,0.00E+00
772,6.43E-05,2.50E-05,0.00E+00
773,6.01E-05,2.34E-05,0.00E+00
774,5.62E-05,2.19E-05,0.00E+00
775,5.26E-05,2.05E-05,0.00E+00
776,4.93E-05,1.92E-05,0.00E+00
777,4.62E-05,1.80E-05,0.00E+00
778,4.33E-05,1.69E-05,0.00E+00
779,4.06E-05,1.59E-05,0.00E+00
780,3.81E-05,1.49E-05,0.00E+00
781,3.57E-05,1.40E-05,0.00E+00
782,3.35E-05,1.31E-05,0.00E+00
783,3.14E-05,1.23E-05,0.00E+00
784,2.94E-05,1.15E-05,0.00E+00
785,2.76E-05,1.08E-05,0.00E+00
786,2.59E-05,1.01E-05,0.00E+00
787,2.43E-05,9.51E-06,0.00E+00
788,2.28E-05,8.93E-06,0.00E+00
789,2.14E-05,8.38E-06,0.00E+00
790,2.00E-05,7.86E-06,0.00E+00
791,1.88E-05,7.38E-06,0.00E+00
792,1.76E-05,6.93E-06,0.00E+00
793,1.66E-05,6.51E-06,0.00E+00
794,1.55E-05,6.11E-06,0.00E+00
795,1.46E-05,5.74E-06,0.00E+00
796,1.37E-05,5.39E-06,0.00E+00
797,1.29E-05,5.07E-06,0.00E+00
798,1.21E-05,4.76E-06,0.00E+00
799,1.14E-05,4.48E-06,0.00E+00
800,1.07E-05,4.21E-06,0.00E+00
801,1.00E-05,3.96E-06,0.00E+00
802,9.45E-06,3.73E-06,0.00E+00
803,8.88E-06,3.51E-06,0.00E+00
804,8.36E-06,3.30E-06,0.00E+00
805,7.86E-06,3.11E-06,0.00E+00
806,7.39E-06,2.92E-06,0.00E+00
807,6.94E-06,2.75E-06,0.00E+00
808,6.53E-06,2.58E-06,0.00E+00
809,6.14E-06,2.43E-06,0.00E+00
810,5.77E-06,2.29E-06,0.00E+00
811,5.43E-06,2.15E-06,0.00E+00
812,5.10E-06,2.03E-06,0.00E+00
813,4.80E-06,1.91E-06,0.00E+00
814,4.52E-06,1.80E-06,0.00E+00
815,4.26E-06,1.69E-06,0.00E+00
816,4.01E-06,1.60E-06,0.00E+00
817,3.78E-06,1.50E-06,0.00E+00
818,3.56E-06,1.42E-06,0.00E+00
819,3.36E-06,1.34E-06,0.00E+00
820,3.17E-06,1.26E-06,0.00E+00
821,2.99E-06,1.19E-06,0.00E+00
822,2.81E-06,1.12E-06,0.00E+00
823,2.65E-06,1.06E-06,0.00E+00
824,2.50E-06,9.99E-07,0.00E+00
825,2.36E-06,9.42E-07,0.00E+00
826,2.22E-06,8.89E-07,0.00E+00
827,2.10E-06,8.39E-07,0.00E+00
828,1.98E-06,7.91E-07,0.00E+00
829,1.87E-06,7.47E-07,0.00E+00
830,1.76E-06,7.05E-07,0.00E+00
